id,Name,Class,Gender,facial_hair,facial_hair_conf,hair_color,hair_color_conf,headwear,headwear_conf,eyewear,eyewear_conf,eyes,eyes_conf,skin_tone,skin_tone_conf,apparent_age,apparent_age_conf,held_weapon,held_weapon_conf,cape,cape_conf,wings,wings_conf,body_build,body_build_conf,caption
311,Banker,Human,Male,clean_shaven,0.5791159,bald,0.44060135,none,0.38973022,glasses_or_goggles,0.6727274,not_visible,0.65770113,red,0.4849319,child,0.48421353,staff_wand,0.36456156,none,0.8831299,none,0.8908203,average,0.4284947,"Banker: Human, male, glasses"
312,Banker,Human,Male,beard,0.5146023,bald,0.9009051,none,0.7207526,glasses_or_goggles,0.5892834,not_visible,0.68271244,red,0.53412414,child,0.5286125,melee_weapon,0.52832305,none,0.90196216,none,0.9002109,heavy,0.44418067,"Banker: Human, male, a beard, glasses"
313,Banker,Human,Male,clean_shaven,0.4765236,bald,0.6623352,none,0.36712328,glasses_or_goggles,0.58042127,not_visible,0.5897167,red,0.4958785,child,0.5589687,tool,0.45169157,none,0.8937113,none,0.9046267,heavy,0.48269695,"Banker: Human, male, glasses"
314,Banker,Human,Male,goatee,0.3667966,bald,0.7290174,none,0.42115104,glasses_or_goggles,0.6323511,not_visible,0.6681017,red,0.66371274,child,0.50306314,tool,0.4579973,none,0.9237143,none,0.9339766,heavy,0.43756977,"Banker: Human, male, a goatee, glasses"
315,Banker,Human,Female,clean_shaven,0.60472214,bald,0.4449581,none,0.6192373,glasses_or_goggles,0.57711464,not_visible,0.6405017,human_tone,0.5835421,child,0.60259897,staff_wand,0.36021498,none,0.7954775,none,0.89147824,heavy,0.53137577,"Banker: Human, female, glasses"
316,Banker,Tortugan,,clean_shaven,0.31772378,bald,0.80294937,helmet,0.3200422,glasses_or_goggles,0.66470784,not_visible,0.72478485,green,0.61152816,child,0.5752295,bow,0.4163227,none,0.712981,none,0.7867761,heavy,0.62952745,"Banker: Tortugan, a helmet, glasses"
317,Banker,Human,Male,clean_shaven,0.6756973,bald,0.8161299,none,0.716832,none,0.5656479,not_visible,0.6728579,red,0.52787715,elderly,0.40836588,tool,0.42465088,none,0.92158294,none,0.920937,heavy,0.4336557,"Banker: Human, male"
318,Banker,Human,Male,clean_shaven,0.6902491,bald,0.5766599,none,0.5924662,glasses_or_goggles,0.5043777,not_visible,0.6224222,red,0.51270837,young_adult,0.6299123,staff_wand,0.40199468,none,0.9581547,none,0.9628421,average,0.5186098,"Banker: Human, male, glasses"
319,Banker,Vampyre,Female,clean_shaven,0.4841988,bald,0.9689924,none,0.5640287,glasses_or_goggles,0.6211604,not_visible,0.5476504,red,0.6446194,young_adult,0.69023246,tool,0.6183423,none,0.8233878,none,0.70125616,thin,0.51493716,"Banker: Vampyre, female, glasses"
320,Banker,Fairy,Female,clean_shaven,0.5478546,bald,0.8167195,none,0.7991878,none,0.5099064,not_visible,0.66414684,red,0.48632059,elderly,0.48917073,staff_wand,0.39566892,none,0.7288776,none,0.9015074,average,0.42087814,"Banker: Fairy, female"
321,Banker tutor,Human,Female,clean_shaven,0.48479128,brown,0.46165386,none,0.4484644,glasses_or_goggles,0.86716616,not_visible,0.63826644,human_tone,0.46121794,young_adult,0.8244887,staff_wand,0.27794677,none,0.82840616,none,0.90228224,heavy,0.54268086,"Banker tutor: Human, female, brown hair, glasses"
322,Banknote Exchange Merchant,Human,Male,beard,0.7552123,bald,0.6750051,none,0.83031756,none,0.5861944,not_visible,0.6106491,human_tone,0.49354437,elderly,0.93914086,tool,0.507494,none,0.93838686,none,0.94522136,average,0.40708718,"Banknote Exchange Merchant: Human, male, a beard"
323,Baraek,Human,Male,beard,0.49237785,bald,0.9660681,none,0.8473025,none,0.72518325,not_visible,0.65468496,red,0.44459265,young_adult,0.60098314,staff_wand,0.3244651,none,0.8879377,none,0.93874115,heavy,0.5034163,"Baraek: Human, male, a beard"
324,Barb,Human,Female,goatee,0.4567944,unnatural,0.37394834,none,0.7697346,glasses_or_goggles,0.51902235,not_visible,0.51534545,blue_purple,0.45747453,young_adult,0.5216355,tool,0.44817913,none,0.8776656,none,0.88239706,heavy,0.5780836,"Barb: Human, female, a goatee, unnatural hair, glasses"
325,Barb-tailed kebbit,,,,,,,,,,,,,,,,,bow,0.554573,none,0.9098507,none,0.67831033,heavy,0.40384632,Barb-tailed kebbit
326,Barbara,Human,Female,clean_shaven,0.5893462,bald,0.8433018,none,0.6318231,none,0.5611956,not_visible,0.7089537,red,0.5095488,elderly,0.5723692,staff_wand,0.44247425,none,0.72022766,none,0.9077947,average,0.40702698,"Barbara: Human, female"
327,Barbarian,Human,Female,clean_shaven,0.52071875,brown,0.7398317,none,0.5269665,glasses_or_goggles,0.59822875,not_visible,0.5924871,red,0.6309466,child,0.56143796,melee_weapon,0.3935007,none,0.9464532,none,0.90713495,heavy,0.43617344,"Barbarian: Human, female, brown hair, glasses"
328,Barbarian,Human,,clean_shaven,0.4832836,brown,0.77466637,none,0.5482272,glasses_or_goggles,0.6662665,not_visible,0.53702116,red,0.59748024,child,0.52195174,tool,0.2991543,none,0.91847837,none,0.9087824,heavy,0.48968592,"Barbarian: Human, brown hair, glasses"
329,Barbarian bartender,Human,Male,beard,0.60402024,brown,0.32238182,hat,0.35988176,glasses_or_goggles,0.5562984,not_visible,0.48072004,red,0.8349559,child,0.59893405,tool,0.3303063,none,0.78980327,none,0.80935276,heavy,0.55415076,"Barbarian bartender: Human, male, a beard, brown hair, a hat, glasses"
330,Barbarian guard,Human,Male,goatee,0.52855414,bald,0.52207315,mask,0.2922436,glasses_or_goggles,0.5960727,closed,0.47278595,red,0.7043731,child,0.6386734,tool,0.42665616,none,0.8454085,none,0.78407854,heavy,0.49559838,"Barbarian guard: Human, male, a goatee, a mask, glasses"
331,Bard,Human,Female,clean_shaven,0.7440937,red,0.3855864,none,0.54021686,none,0.5560253,not_visible,0.639002,red,0.4425741,young_adult,0.5370927,staff_wand,0.49083897,none,0.7261951,none,0.8756971,heavy,0.43133894,"Bard: Human, female, red hair"
332,Bardur,Human,Male,beard,0.65865225,bald,0.7913199,helmet,0.81208503,glasses_or_goggles,0.71193105,not_visible,0.72070426,red,0.7006665,child,0.60434103,tool,0.6026883,none,0.90742946,none,0.8897373,heavy,0.43338478,"Bardur: Human, male, a beard, a helmet, glasses"
333,Barfy Bill,Human,Male,beard,0.78747326,brown,0.52023137,none,0.48237225,none,0.6704515,not_visible,0.5411902,red,0.40929392,child,0.7501593,tool,0.83850074,none,0.91817164,none,0.9318551,heavy,0.44099423,"Barfy Bill: Human, male, a beard, brown hair"
334,Barge foreman,Human,Male,clean_shaven,0.67032725,bald,0.86424005,none,0.7903797,glasses_or_goggles,0.56839573,not_visible,0.60848093,red,0.5793221,elderly,0.855106,tool,0.79480076,none,0.97298276,none,0.96405315,heavy,0.55153465,"Barge foreman: Human, male, glasses"
335,Barge guard,Human,Male,clean_shaven,0.60893506,brown,0.40156874,hat,0.3617719,glasses_or_goggles,0.5719945,not_visible,0.617007,red,0.7357715,young_adult,0.5349442,none,0.32423073,none,0.7711586,none,0.93105966,thin,0.3928509,"Barge guard: Human, male, brown hair, a hat, glasses"
336,Barge workman,Human,Male,clean_shaven,0.55732363,bald,0.83760923,none,0.77549624,glasses_or_goggles,0.68324363,not_visible,0.5866483,human_tone,0.77291,elderly,0.3768155,tool,0.8794409,none,0.96418256,none,0.92173296,heavy,0.5997576,"Barge workman: Human, male, glasses"
337,Barker,Werewolf,Male,goatee,0.5001387,red,0.35289574,helmet,0.47402886,none,0.5779695,not_visible,0.6359424,red,0.8666458,child,0.52925026,staff_wand,0.501505,none,0.5451382,none,0.91119856,average,0.47037983,"Barker: Werewolf, male, a goatee, red hair, a helmet"
338,Barlak,Dorgeshuun,Male,clean_shaven,0.5765953,bald,0.7689235,hat,0.72665113,glasses_or_goggles,0.5807311,not_visible,0.4838156,green,0.6936953,child,0.64182854,tool,0.42929333,none,0.8553435,none,0.91667163,heavy,0.45218822,"Barlak: Dorgeshuun, male, a hat, glasses"
339,Barmaid,Dwarf,Female,clean_shaven,0.5130891,bald,0.54960793,none,0.726381,none,0.60884756,not_visible,0.67188823,red,0.598906,young_adult,0.50643253,staff_wand,0.38592127,none,0.8484206,none,0.9023618,heavy,0.44002166,"Barmaid: Dwarf, female"
340,Barmaid,Human,Female,clean_shaven,0.6837882,bald,0.6719655,none,0.54970896,none,0.5944556,not_visible,0.65145344,human_tone,0.47924846,young_adult,0.6034417,staff_wand,0.26478544,none,0.9158122,none,0.8615494,heavy,0.31625396,"Barmaid: Human, female"
341,Barman,Gnome,Male,clean_shaven,0.7275689,bald,0.964355,none,0.8075425,none,0.5176023,not_visible,0.7393121,human_tone,0.54192364,child,0.6147489,bow,0.32055938,none,0.96742076,none,0.90710866,average,0.55445474,"Barman: Gnome, male"
342,Barman,Dwarf,Male,beard,0.5610977,bald,0.94817525,none,0.5783828,glasses_or_goggles,0.5349167,not_visible,0.73206747,red,0.5538571,child,0.5449263,staff_wand,0.28785524,none,0.8586174,none,0.86575323,heavy,0.3676222,"Barman: Dwarf, male, a beard, glasses"
343,Barman,Human,Male,goatee,0.36293113,bald,0.87710035,hat,0.51237506,none,0.61329764,not_visible,0.62826043,human_tone,0.470121,child,0.5852764,tool,0.43657747,none,0.88329613,none,0.89234006,average,0.47094187,"Barman: Human, male, a goatee, a hat"
344,Barman,Human,Male,,,,,,,,,,,,,,,tool,0.3920664,none,0.9573889,none,0.9434191,heavy,0.56099707,"Barman: Human, male"
345,Barnabus Hurma,Human,Male,clean_shaven,0.68874985,bald,0.9406699,none,0.8261601,glasses_or_goggles,0.5167736,not_visible,0.60827047,red,0.5844785,elderly,0.63731694,tool,0.91991746,none,0.7036788,none,0.91050303,heavy,0.43238813,"Barnabus Hurma: Human, male, glasses"
346,Baron,Demon,,goatee,0.60486424,bald,0.49658895,mask,0.26880026,none,0.55121046,closed,0.41369566,blue_purple,0.8420362,young_adult,0.51550174,none,0.5055138,none,0.83129454,none,0.83513534,heavy,0.44127464,"Baron: Demon, a goatee, a mask"
347,Barricade,,,,,,,,,,,,,,,,,staff_wand,0.35136282,none,0.74832714,none,0.9154693,thin,0.8192847,Barricade
348,Bartak,Dorgeshuun,Male,clean_shaven,0.4137357,bald,0.85340345,mask,0.42545354,glasses_or_goggles,0.92919964,not_visible,0.51288235,green,0.77132726,young_adult,0.5273342,tool,0.58212954,none,0.77218056,none,0.8949951,heavy,0.47552598,"Bartak: Dorgeshuun, male, a mask, glasses"
349,Bartender,Rabbit,,,,,,crown,0.3126029,glasses_or_goggles,0.7158703,not_visible,0.507337,brown_furry,0.5328888,,,,,,,none,0.8441934,,,"Bartender: Rabbit, a crown, glasses"
350,Bartender,Human,,beard,0.9655703,bald,0.47956997,none,0.6187495,none,0.53636986,not_visible,0.7110682,red,0.66326183,child,0.7168854,tool,0.5531224,none,0.9233189,none,0.93061054,heavy,0.51099604,"Bartender: Human, a beard"
351,Bartender,Human,Female,clean_shaven,0.7174796,brown,0.54298127,none,0.67876846,none,0.6794064,not_visible,0.6933319,human_tone,0.4854291,young_adult,0.5623042,bow,0.34395432,none,0.7952056,none,0.904067,heavy,0.6984735,"Bartender: Human, female, brown hair"
352,Bartender,Human,Male,clean_shaven,0.48098117,brown,0.37788585,none,0.4939396,glasses_or_goggles,0.57781273,not_visible,0.63607424,red,0.5339849,child,0.5557828,tool,0.39418456,none,0.6753967,none,0.8875801,heavy,0.45029753,"Bartender: Human, male, brown hair, glasses"
353,Bartender,Human,Male,beard,0.9655703,bald,0.47956997,none,0.6187495,none,0.53636986,not_visible,0.7110682,red,0.66326183,child,0.7168854,tool,0.504585,none,0.8799881,none,0.9213461,average,0.44828656,"Bartender: Human, male, a beard"
354,Bartender,Human,Male,mustache,0.37319508,bald,0.55742866,none,0.3883728,none,0.51543224,not_visible,0.6209265,red,0.6018822,young_adult,0.50370777,staff_wand,0.28719613,none,0.8668155,none,0.89592016,heavy,0.48790964,"Bartender: Human, male, a mustache"
355,Bartender,Human,Male,goatee,0.4553111,bald,0.6243279,helmet,0.3341431,glasses_or_goggles,0.86913466,not_visible,0.657456,red,0.6963074,child,0.5126051,tool,0.6353991,none,0.9399725,none,0.9111119,heavy,0.41372162,"Bartender: Human, male, a goatee, a helmet, glasses"
356,Bartender,Human,Male,beard,0.42527673,bald,0.83557,none,0.7833333,none,0.52167296,not_visible,0.6782422,red,0.55033153,young_adult,0.50707245,tool,0.45347333,none,0.8962439,none,0.9524218,heavy,0.5811544,"Bartender: Human, male, a beard"
357,Bartender,Human,Male,beard,0.8577409,brown,0.5020891,none,0.3781402,glasses_or_goggles,0.69101495,not_visible,0.69074816,red,0.47256804,child,0.68637234,tool,0.45074627,none,0.8327187,none,0.93110436,heavy,0.5060523,"Bartender: Human, male, a beard, brown hair, glasses"
358,Bartender,Human,Male,beard,0.372214,brown,0.5947246,none,0.44899654,glasses_or_goggles,0.6177491,not_visible,0.6985463,red,0.5679529,child,0.70267457,staff_wand,0.3892142,none,0.8716307,none,0.90705657,average,0.3683683,"Bartender: Human, male, a beard, brown hair, glasses"
359,Bartender,Human,Male,beard,0.43548143,bald,0.8825741,none,0.64684814,glasses_or_goggles,0.5329939,not_visible,0.66938144,red,0.59466743,elderly,0.5188373,staff_wand,0.38665244,none,0.83599967,none,0.9311479,average,0.45245558,"Bartender: Human, male, a beard, glasses"
360,Bartender,Human,Male,clean_shaven,0.6233812,bald,0.639614,none,0.52094525,glasses_or_goggles,0.75214344,not_visible,0.7269239,red,0.5327552,child,0.5928625,tool,0.39418456,none,0.6753967,none,0.8875801,heavy,0.45029753,"Bartender: Human, male, glasses"
361,Bartender,Human,Male,beard,0.5408186,bald,0.5010191,none,0.62951475,none,0.60457766,not_visible,0.6457055,red,0.48154533,young_adult,0.5587876,tool,0.35907522,none,0.8561126,none,0.95502794,heavy,0.58237296,"Bartender: Human, male, a beard"
362,Bartender,Human,Male,clean_shaven,0.6107295,brown,0.43789348,none,0.46510193,glasses_or_goggles,0.59301513,not_visible,0.71181935,red,0.6427031,child,0.5330267,staff_wand,0.407385,none,0.8797118,none,0.9409988,average,0.4045802,"Bartender: Human, male, brown hair, glasses"
363,Bartender,Dwarf,Female,goatee,0.43209538,brown,0.7324537,none,0.42274386,none,0.62163293,not_visible,0.5360284,red,0.5127529,young_adult,0.59479916,staff_wand,0.3794322,none,0.77002496,none,0.9288607,heavy,0.5244479,"Bartender: Dwarf, female, a goatee, brown hair"
364,Bartender,Human,Male,beard,0.3901852,bald,0.44892892,helmet,0.31553626,glasses_or_goggles,0.575786,not_visible,0.598489,red,0.3812435,young_adult,0.46224344,staff_wand,0.33119774,none,0.81497264,none,0.9131882,heavy,0.60526365,"Bartender: Human, male, a beard, a helmet, glasses"
365,Bartender,Human,Male,beard,0.5424459,bald,0.5551411,none,0.6292152,none,0.55039495,not_visible,0.62182015,red,0.50681734,young_adult,0.55247104,tool,0.58702606,none,0.8743,none,0.93721664,heavy,0.5948815,"Bartender: Human, male, a beard"
366,Bartender,Human,Male,beard,0.77425945,bald,0.5233892,helmet,0.36818165,glasses_or_goggles,0.5758559,not_visible,0.69264543,red,0.6813588,child,0.6565076,staff_wand,0.4668838,none,0.6255324,none,0.9279479,heavy,0.50736505,"Bartender: Human, male, a beard, a helmet, glasses"
367,Bartender,Dwarf,Female,goatee,0.4122523,blonde,0.7706817,none,0.38932642,none,0.69728935,not_visible,0.62789136,red,0.45969605,child,0.61303544,tool,0.3856825,none,0.84489256,none,0.92744046,heavy,0.54428047,"Bartender: Dwarf, female, a goatee, blonde hair"
368,Bartender,Human,Male,clean_shaven,0.52962863,bald,0.55582803,none,0.5422396,glasses_or_goggles,0.7038962,not_visible,0.6639232,red,0.57785976,child,0.5323738,tool,0.49395928,none,0.8649861,none,0.9179889,heavy,0.46505025,"Bartender: Human, male, glasses"
369,Bartender,Human,Male,beard,0.49164152,bald,0.88791883,none,0.67929065,none,0.6145359,not_visible,0.6336563,human_tone,0.46057713,young_adult,0.5396908,tool,0.36033872,none,0.88096106,none,0.9366005,average,0.47819263,"Bartender: Human, male, a beard"
370,Bartender,Human,Male,beard,0.5222684,brown,0.46054748,none,0.46831757,glasses_or_goggles,0.69373965,not_visible,0.6573993,red,0.5963504,child,0.66085225,staff_wand,0.36483216,none,0.8026843,none,0.9405801,average,0.41500524,"Bartender: Human, male, a beard, brown hair, glasses"
371,Bartender,Human,Female,clean_shaven,0.35013947,brown,0.38928556,helmet,0.3153493,glasses_or_goggles,0.63564885,not_visible,0.6608093,red,0.5812699,child,0.6069536,tool,0.36657304,none,0.8202047,none,0.88475573,heavy,0.47165847,"Bartender: Human, female, brown hair, a helmet, glasses"
372,Barus,Dwarf,Male,beard,0.6870706,bald,0.43323258,none,0.5544974,none,0.59723127,not_visible,0.660401,red,0.45729476,child,0.48686177,tool,0.39907464,none,0.9380668,none,0.9523426,average,0.56596875,"Barus: Dwarf, male, a beard"
373,Bast,Human,Male,clean_shaven,0.589049,bald,0.5739909,none,0.53940463,none,0.50446355,not_visible,0.6817381,red,0.4233056,child,0.532319,tool,0.47585,none,0.86254174,none,0.88216716,heavy,0.47052118,"Bast: Human, male"
374,Bat,Bat,,,,,,,,,,,,,,,,,,,,wings,0.88915646,,,"Bat: Bat, wings"
375,Batt Mellamy,Bat,,,,,,,,,,,,,,,,,,,,wings,0.856831,,,"Batt Mellamy: Bat, wings"
376,Battle tortoise display,,,,,,,,,,,,,,,,,none,0.54736036,none,0.85775226,none,0.6329132,thin,0.5004311,Battle tortoise display
377,Bear Cub,Bear,Female,,,,,,,,,,,,,,,bow,0.301352,none,0.8963248,none,0.726984,heavy,0.6029958,"Bear Cub: Bear, female"
378,Bearded gorilla,Monkey,,,,,,helmet,0.45533404,glasses_or_goggles,0.537802,not_visible,0.6895565,red,0.76913375,,,,,,,none,0.8580174,,,"Bearded gorilla: Monkey, a helmet, glasses"
379,The Beast,Cat,Male,,,,,helmet,0.49584314,none,0.56024134,not_visible,0.57953125,red,0.3171133,,,,,,,none,0.78681576,,,"The Beast: Cat, male, a helmet"
380,Beaver,,,goatee,0.38986325,bald,0.48159784,helmet,0.32906064,glasses_or_goggles,0.78535354,not_visible,0.57445586,red,0.58271515,child,0.5267915,bow,0.26515973,none,0.863336,none,0.6474456,heavy,0.5187441,"Beaver: a goatee, a helmet, glasses"
381,Beaver,,,mustache,0.30465096,bald,0.47556072,none,0.25199944,glasses_or_goggles,0.71676725,closed,0.5005128,brown_furry,0.40333232,young_adult,0.5797998,bow,0.3517739,none,0.8475675,none,0.6931306,heavy,0.45131344,"Beaver: a mustache, glasses"
382,Beaver,,,mustache,0.30465096,bald,0.47556072,none,0.25199944,glasses_or_goggles,0.71676725,closed,0.5005128,brown_furry,0.40333232,young_adult,0.5797998,bow,0.3517739,none,0.8475675,none,0.6931306,heavy,0.45131344,"Beaver: a mustache, glasses"
383,Beaver,,,mustache,0.30465096,bald,0.47556072,none,0.25199944,glasses_or_goggles,0.71676725,closed,0.5005128,brown_furry,0.40333232,young_adult,0.5797998,none,0.36690208,none,0.84302676,none,0.7046502,heavy,0.4027862,"Beaver: a mustache, glasses"
384,Bedabin Nomad,Human,Male,clean_shaven,0.57576627,bald,0.39050534,helmet,0.43095583,glasses_or_goggles,0.7009392,not_visible,0.6612098,red,0.7369401,child,0.7191844,staff_wand,0.40020263,none,0.6208201,none,0.9232894,heavy,0.39441168,"Bedabin Nomad: Human, male, a helmet, glasses"
385,Bedabin Nomad Guard,Human,Male,beard,0.3375098,bald,0.74513227,helmet,0.43794808,glasses_or_goggles,0.6811496,not_visible,0.5920603,red,0.5270587,child,0.5579016,melee_weapon,0.31722367,none,0.74911124,none,0.9416789,heavy,0.37158915,"Bedabin Nomad Guard: Human, male, a beard, a helmet, glasses"
386,Bedread the bold,Human,Male,beard,0.45319036,bald,0.6290555,none,0.5932017,glasses_or_goggles,0.59842545,not_visible,0.6558314,red,0.61309433,child,0.5058615,tool,0.57266426,none,0.9412335,none,0.9230357,heavy,0.46337473,"Bedread the bold: Human, male, a beard, glasses"
387,Bee keeper,Human,Male,beard,0.5090768,bald,0.93808687,helmet,0.73967654,none,0.5418099,not_visible,0.7653606,red,0.7455909,child,0.6758489,tool,0.37256673,none,0.80109596,none,0.88746446,average,0.42248896,"Bee keeper: Human, male, a beard, a helmet"
388,Bee keeper,Human,,beard,0.47422346,bald,0.9460526,helmet,0.7766094,glasses_or_goggles,0.59867615,not_visible,0.7352178,red,0.62226576,child,0.7351218,tool,0.36227208,none,0.77715325,none,0.90277946,heavy,0.33841854,"Bee keeper: Human, a beard, a helmet, glasses"
389,Bee Swarm,,,,,,,,,,,,,,,,,,,,,,,,,Bee Swarm
390,'Beedy-eye' Jones,Human,Male,beard,0.67508656,bald,0.5417269,hat,0.36438,glasses_or_goggles,0.65533257,not_visible,0.65663344,red,0.48639616,child,0.7566286,tool,0.7679911,none,0.9627525,none,0.9305774,heavy,0.5207762,"'Beedy-eye' Jones: Human, male, a beard, a hat, glasses"
391,Beef,,,goatee,0.65167034,bald,0.53817475,hat,0.38618082,glasses_or_goggles,0.5536514,not_visible,0.49678427,red,0.82561165,child,0.62149423,tool,0.42325592,none,0.696169,none,0.89151794,heavy,0.4773432,"Beef: a goatee, a hat, glasses"
392,'Beefy' Burns,Human,Male,beard,0.62621564,bald,0.86906606,helmet,0.50031,glasses_or_goggles,0.77167416,not_visible,0.78303117,red,0.63286203,child,0.49719733,tool,0.5419643,none,0.8464786,none,0.9126937,heavy,0.5654753,"'Beefy' Burns: Human, male, a beard, a helmet, glasses"
393,Bees,,,,,,,,,,,,,,,,,none,0.6919859,none,0.971599,none,0.89079636,thin,0.53516585,Bees
394,Bees!,Insect,,,,,,,,,,,,,,,,none,0.54703844,none,0.9786202,none,0.87529147,thin,0.5947194,Bees!: Insect
395,Beggar,Human,Male,beard,0.9135768,bald,0.7850957,none,0.4891676,glasses_or_goggles,0.51992697,not_visible,0.78822315,red,0.6764789,child,0.57302177,tool,0.28377536,none,0.9460141,none,0.8724666,heavy,0.3867889,"Beggar: Human, male, a beard, glasses"
396,Beigarth,Human,Male,clean_shaven,0.5216111,blonde,0.47597125,none,0.5593216,none,0.5481936,not_visible,0.63689804,red,0.5561302,child,0.5099647,staff_wand,0.3804233,none,0.9435214,none,0.9620375,average,0.4833577,"Beigarth: Human, male, blonde hair"
397,Beite,Cat,,,,,,mask,0.5092088,none,0.56731826,closed,0.40726373,brown_furry,0.62979686,,,,,,,none,0.8293571,,,"Beite: Cat, a mask"
398,Bella Le Bowle,Human,Female,clean_shaven,0.72282624,red,0.94435203,none,0.7778139,none,0.5260161,not_visible,0.61744285,red,0.5657479,child,0.63225764,melee_weapon,0.37246007,none,0.8212464,none,0.85795045,average,0.34964827,"Bella Le Bowle: Human, female, red hair"
399,Belle,Human,Female,clean_shaven,0.46150285,brown,0.4340975,none,0.40040654,glasses_or_goggles,0.5294568,not_visible,0.5972269,red,0.43264568,child,0.5252237,staff_wand,0.3967579,none,0.92616713,none,0.9150278,thin,0.33250922,"Belle: Human, female, brown hair, glasses"
400,Bellemorde,Cat,Female,,,,,mask,0.3013065,none,0.5189647,not_visible,0.54655653,brown_furry,0.42602625,,,,,,,none,0.64348245,,,"Bellemorde: Cat, female, a mask"
401,Belona,Dwarf,Female,clean_shaven,0.56937486,bald,0.5685073,none,0.62431645,none,0.5466115,not_visible,0.7469204,red,0.5554373,child,0.5855623,staff_wand,0.33309838,none,0.9396302,none,0.929874,heavy,0.4135755,"Belona: Dwarf, female"
402,Bench,,,,,,,,,,,,,,,,,,,,,,,,,Bench
403,Benjamin,Human,Male,clean_shaven,0.71888614,bald,0.89450216,none,0.5152702,none,0.5297324,not_visible,0.67106706,red,0.44814795,young_adult,0.5120457,melee_weapon,0.49876958,none,0.8124654,none,0.8060751,average,0.36159202,"Benjamin: Human, male"
404,Benny,Human,Male,beard,0.52054656,bald,0.66494715,none,0.29555735,glasses_or_goggles,0.680593,not_visible,0.7349892,red,0.48120037,child,0.53498876,staff_wand,0.4484771,none,0.75004786,none,0.8729653,average,0.4463873,"Benny: Human, male, a beard, glasses"
405,Bentamir,Dwarf,Male,beard,0.46876544,bald,0.9636841,none,0.7116229,none,0.53869605,not_visible,0.7145585,red,0.5237407,child,0.49995863,tool,0.39451274,none,0.9721184,none,0.92313623,average,0.46118072,"Bentamir: Dwarf, male, a beard"
406,Bernald,Human,Male,beard,0.9444671,bald,0.8084186,none,0.47823015,none,0.5597366,not_visible,0.7546549,red,0.5864872,child,0.6357036,tool,0.56749463,none,0.9262008,none,0.96235037,heavy,0.4652006,"Bernald: Human, male, a beard"
407,Bernard,Human,Male,beard,0.7341753,brown,0.66028774,hat,0.6887832,none,0.67796063,not_visible,0.63408947,red,0.51703966,child,0.706205,tool,0.5727273,none,0.9352594,none,0.8541607,heavy,0.47104582,"Bernard: Human, male, a beard, brown hair, a hat"
408,Bernard,Human,Male,goatee,0.52486134,bald,0.4675993,none,0.49036413,none,0.5258335,not_visible,0.59377325,human_tone,0.41668117,young_adult,0.6682497,tool,0.47530314,none,0.94064486,none,0.9305108,heavy,0.4663847,"Bernard: Human, male, a goatee"
409,Berry,Human,Male,clean_shaven,0.42338857,unnatural,0.3945491,none,0.37398174,glasses_or_goggles,0.74627227,not_visible,0.6270974,green,0.4143205,child,0.791001,tool,0.2890374,none,0.9141751,none,0.85774183,average,0.41303992,"Berry: Human, male, unnatural hair, glasses"
410,Bert,Human,Male,clean_shaven,0.6524078,brown,0.4235079,none,0.5348287,glasses_or_goggles,0.58222246,not_visible,0.7523947,red,0.61216533,child,0.51892835,tool,0.4541645,none,0.9100487,none,0.863779,heavy,0.46460137,"Bert: Human, male, brown hair, glasses"
411,Bethan,Human,Female,clean_shaven,0.53180873,bald,0.4440241,hat,0.6318862,glasses_or_goggles,0.53291845,not_visible,0.6265336,red,0.46830636,child,0.81534517,bow,0.46259913,none,0.9437601,none,0.79714227,average,0.4691544,"Bethan: Human, female, a hat, glasses"
412,Betty,Human,Female,clean_shaven,0.83192486,bald,0.6776914,none,0.7913658,none,0.6997708,not_visible,0.69237113,human_tone,0.5160151,young_adult,0.6799041,staff_wand,0.49508125,none,0.68669426,none,0.8711442,average,0.41956916,"Betty: Human, female"
413,Betty,Human,Female,clean_shaven,0.83192486,bald,0.6776914,none,0.7913658,none,0.6997708,not_visible,0.69237113,human_tone,0.5160151,young_adult,0.6799041,staff_wand,0.49508125,none,0.68669426,none,0.8711442,average,0.41956916,"Betty: Human, female"
414,'Betty' B.Boppin,Human,Male,clean_shaven,0.6260702,bald,0.73927766,helmet,0.53866583,glasses_or_goggles,0.7826219,not_visible,0.73088396,green,0.523002,young_adult,0.5563121,tool,0.7114597,none,0.9253877,none,0.8992315,heavy,0.4329079,"'Betty' B.Boppin: Human, male, a helmet, glasses"
415,Beverly,Human,Female,clean_shaven,0.6274371,brown,0.3926645,helmet,0.3995132,glasses_or_goggles,0.54927987,not_visible,0.67170435,human_tone,0.41336566,young_adult,0.71766883,staff_wand,0.4085053,none,0.6988259,none,0.9716681,heavy,0.4833592,"Beverly: Human, female, brown hair, a helmet, glasses"
416,Biblia,Human,Female,goatee,0.42672166,bald,0.30622017,hat,0.42244962,none,0.65931696,glowing,0.69831276,blue_purple,0.78006965,child,0.51679516,none,0.5041916,cape_or_cloak,0.7516948,none,0.9439345,thin,0.66153574,"Biblia: Human, female, a goatee, a hat, a cape"
417,Big Dave,Human,Male,beard,0.5114012,brown,0.5230425,hat,0.36409673,glasses_or_goggles,0.5615708,not_visible,0.64989036,red,0.4294912,child,0.84462714,tool,0.707056,none,0.9529661,none,0.8433178,heavy,0.46677867,"Big Dave: Human, male, a beard, brown hair, a hat, glasses"
