image_path,final_caption
../data/chatheads/1100.png,"Duradel: Human, male, glasses, found in Shilo Village"
../data/chatheads/1101.png,"Durgok: Dorgeshuun, male, a hat, glasses, found in Dorgesh-Kaan market"
../data/chatheads/1102.png,"Durrik: Dwarf, male, a beard, found in Deepfin Mine"
../data/chatheads/1103.png,"Dusty Aliv: Skeleton, a beard, red hair, a hat, glasses, found in Smoke Dungeon"
../data/chatheads/1104.png,"Dusuri: Dwarf, male, a beard, found in Mining Guild"
../data/chatheads/1105.png,"Dwarf: Dwarf, male, a beard, a helmet, glasses, found in Lumbridge , Groats' Farm"
../data/chatheads/1106.png,"Dwarf: Dwarf, male, a beard, found in Deepfin Point"
../data/chatheads/1107.png,"Dwarf: Dwarf, male, a beard, found in Dwarven Mine"
../data/chatheads/1108.png,"Dwarf: Dwarf, female, found in Lovakengj"
../data/chatheads/1109.png,"Dwarf: Dwarf, male, a beard, brown hair, a helmet, glasses, found in Mining Guild"
../data/chatheads/1110.png,"Dwarf: Dwarf, male, a beard, glasses, found in Motherlode Mine"
../data/chatheads/1111.png,"Dwarf: Dwarf, a beard, a helmet, glasses, found in Dorgesh-Kaan–Keldagrim train system"
../data/chatheads/1112.png,"Dwarven Boatman: Dwarf, male, a beard, found in Keldagrim"
../data/chatheads/1113.png,"Dwarven Boatman: Dwarf, male, a beard, found in Keldagrim south-west mine"
../data/chatheads/1114.png,"Dwarven Engineer: Dwarf, male, a beard, found in Keldagrim"
../data/chatheads/1115.png,"Dwarven Ferryman: Dwarf, male, a beard, found in Keldagrim"
../data/chatheads/1116.png,"Dwarven Miner: Dwarf, male, a beard, found in Keldagrim"
../data/chatheads/1117.png,"Dylan: Dwarf, male, a beard, found in Christmas Factory"
../data/chatheads/1118.png,"Eadgar: Human, male, a beard, found in Summit of Trollheim ( Trollheim Teleport )"
../data/chatheads/1123.png,"'Eagle-eye' Shultz: Human, male, a beard, glasses, found in Pirates' Cove"
../data/chatheads/1126.png,"Earwen: Elf, female, red hair, found in Prifddinas"
../data/chatheads/1127.png,"Easter Bunny: Rabbit, male, glasses, found in South of Falador"
../data/chatheads/1128.png,"Easter Bunny: Rabbit, female, glasses, found in South of Falador"
../data/chatheads/1129.png,"Easter Duck: Bird, glasses, found in Easter Bunny 's burrow"
../data/chatheads/1132.png,"Easter egg bird: Bird, glasses, found in Easter Bunny 's Burrow"
../data/chatheads/1135.png,"Eblis: Human, male, a helmet, glasses, found in South-east of Bandit Camp"
../data/chatheads/1136.png,"Ecatl: Human, male, a hood, glasses, found in Kastori"
../data/chatheads/1137.png,"Ed: Human, male, red hair, glasses, found in Unmarked Grave"
../data/chatheads/1138.png,"Ed Wood: Human, male, a beard, brown hair, glasses, found in Digsite"
../data/chatheads/1139.png,"Edmond: Human, male, a beard, glasses, found in East Ardougne"
../data/chatheads/1140.png,"Edmond: Human, male, found in Bandit camp mine"
../data/chatheads/1141.png,"Edrahil: Elf, male, glasses, found in Prifddinas"
../data/chatheads/1142.png,"Edward: Human, male, a beard, glasses, found in Around the Rogues' Castle"
../data/chatheads/1143.png,"Eebel: Gnome, male, a beard, found in Tree Gnome Stronghold"
../data/chatheads/1144.png,"Eek: Spider, female, a mustache, a crown, glasses, found in ? (edit)"
../data/chatheads/1145.png,"Efa: Elf, female, found in Prifddinas"
../data/chatheads/1146.png,"Effigy: Human, male, a beard, glasses, found in Outside the Tower of Life"
../data/chatheads/1147.png,"Eg: Rabbit, male, a crown, glasses, found in Lumbridge"
../data/chatheads/1149.png,"Egg: Rabbit, male, glasses, found in Al Kharid"
../data/chatheads/1153.png,"Egg Priest: a beard, glasses, found in Church of Ayaster"
../data/chatheads/1154.png,"Egg priest: a beard, glasses, found in Easter Workshop"
../data/chatheads/1155.png,"Eggus manus: Human, male, a beard, found in Varrock , Church of Ayaster"
../data/chatheads/1156.png,"Eggy: Rabbit, male, glasses, found in Draynor Village"
../data/chatheads/1157.png,"Ehecatl: Human, male, unnatural hair, a hood, glasses, found in Kastori"
../data/chatheads/1158.png,"Eira: Elf, female, found in Prifddinas"
../data/chatheads/1159.png,"Ek'ans Chan: Lizardman, a goatee, a mask, glasses, found in Molch"
../data/chatheads/1160.png,"Ektheme: Human, male, unnatural hair, a hood, found in Library Historical Archive"
../data/chatheads/1161.png,"Eldalote: Elf, female, a goatee, brown hair, glasses, found in Grand Library"
../data/chatheads/1162.png,"Elder Blunn: Tortugan, a beard, a helmet, glasses, found in The Summer Shore"
../data/chatheads/1163.png,"Elder Chaos druid: Human, male, found in Chaos Temple"
../data/chatheads/1164.png,"Elder Coco: Tortugan, a goatee, a helmet, glasses, found in The Summer Shore"
../data/chatheads/1165.png,"Elder Gnome child: Gnome, male, unnatural hair, found in Tree Gnome Stronghold"
../data/chatheads/1166.png,"Elder Guard: Monkey, male, a helmet, glasses, found in Marim"
../data/chatheads/1167.png,"Elder Hubber: Tortugan, a beard, a crown, glasses, found in The Little Pearl"
../data/chatheads/1168.png,"Elder Katt: Tortugan, a beard, a helmet, glasses, found in The Sacred Grove"
../data/chatheads/1169.png,"Elder Kelmo: Tortugan, a hat, glasses, found in The Great Conch"
../data/chatheads/1170.png,"Elder Korel: Tortugan, male, a goatee, a mask, glasses, found in The Summer Shore"
../data/chatheads/1171.png,"Elder Krill: Tortugan, a hat, glasses, found in The Summer Shore"
../data/chatheads/1172.png,"Elder Nama: Tortugan, a beard, a crown, glasses, found in The Great Conch"
../data/chatheads/1173.png,"Elder Raley: Tortugan, male, a goatee, a helmet, glasses, found in The Great Conch"
../data/chatheads/1174.png,"Elder Reggle: Tortugan, a hat, glasses, found in Coral Nurseries entrance"
../data/chatheads/1175.png,"Elder Root: Tortugan, a hat, glasses, found in The Little Pearl"
../data/chatheads/1176.png,"Elder Strom: Tortugan, a goatee, a helmet, glasses, found in The Summer Shore"
../data/chatheads/1177.png,"Elder Torgan: Tortugan, a goatee, a hat, glasses, found in The Summer Shore"
../data/chatheads/1178.png,"Eldgrim: Human, male, a beard, blonde hair, found in Rellekka Longhall Bar"
../data/chatheads/1180.png,"Eleanor: Human, female, brown hair, glasses, found in Port Roberts"
../data/chatheads/1182.png,"Elena: Human, female, brown hair, glasses, found in East Ardougne"
../data/chatheads/1183.png,"Elena Hosidius: Human, female, brown hair, found in Hosidius"
../data/chatheads/1184.png,"Elenwe: Elf, female, found in Prifddinas"
../data/chatheads/1185.png,"Eleuia: Human, female, a beard, a mask, glasses, found in Tower of Ascension"
../data/chatheads/1186.png,"Elf Tracker: Elf, male, a goatee, unnatural hair, found in Isafdar"
../data/chatheads/1187.png,"Elf warrior: Elf, male, unnatural hair, glasses, found in Arandar"
../data/chatheads/1189.png,"Elgan: Elf, male, a goatee, glasses, found in Prifddinas"
../data/chatheads/1190.png,"Elias White: Human, male, a beard, found in Jolly Boar Inn"
../data/chatheads/1192.png,"Elijah: Human, male, a goatee, brown hair, found in Shayzien"
../data/chatheads/1193.png,"Elisabeta: Human, female, red hair, glasses, found in Burgh de Rott"
../data/chatheads/1194.png,"Elise: Human, female, blonde hair, found in Kourend Castle courtyard"
../data/chatheads/1195.png,"Elissa: Human, female, glasses, found in Digsite"
../data/chatheads/1196.png,"Elite Black Knight: Human, male, a beard, a hood, glasses, found in Black Knight Catacombs"
../data/chatheads/1197.png,"Elite Void Knight: Human, female, a beard, glasses, found in Void Knights' Outpost"
../data/chatheads/1198.png,"Eliza: Human, female, glasses, found in Varrock Square"
../data/chatheads/1199.png,"Elizabeth: Human, female, red hair, glasses, found in Sinclair Mansion"
../data/chatheads/1200.png,"Elizabeth: Human, female, red hair, found in Port Piscarilius"
../data/chatheads/1201.png,"Elkoy: Gnome, male, a beard, a hood, found in Tree Gnome Village Maze entrance"
../data/chatheads/1202.png,"Elladan: Elf, male, glasses, found in Prifddinas"
../data/chatheads/1203.png,"Ellen: Human, female, brown hair, glasses, found in Myths' Guild"
../data/chatheads/1204.png,"Ellena: Human, female, a helmet, glasses, found in Catherby"
../data/chatheads/1205.png,"Ellie: Human, female, a helmet, found in Ardougne"
../data/chatheads/1206.png,"Ellis: Human, male, unnatural hair, glasses, found in Al Kharid"
../data/chatheads/1207.png,"Elly the Camel: Camel, female, a goatee, a mask, glasses, found in Al Kharid"
../data/chatheads/1208.png,"Elnes: Dwarf, female, a goatee, unnatural hair, a hat, glasses, found in Tithe Farm"
../data/chatheads/1209.png,"Elnock Inquisitor: Gnome, male, a beard, a hood, found in Puro-Puro"
../data/chatheads/1210.png,"Elsie: Human, female, glasses, found in Varrock"
../data/chatheads/1211.png,"Elson: Human, male, a mustache, red hair, a hat, glasses, found in ? (edit)"
../data/chatheads/1212.png,"Elstan: Human, male, a beard, blonde hair, found in South of Falador"
../data/chatheads/1213.png,"Eluned: Elf, female, unnatural hair, a hood, glasses, found in Isafdar , Prifddinas"
../data/chatheads/1214.png,"Eluned: Elf, female, unnatural hair, a hood, glasses, found in Lumbridge Castle ground floor [ UK ] 1 st floor [ US ]"
../data/chatheads/1215.png,"Elven city guard: Elf, male, glasses, found in Prifddinas"
../data/chatheads/1216.png,"Elven Scout: Elf, female, found in Isafdar"
../data/chatheads/1217.png,"Embalmer: Human, male, a beard, a helmet, glasses, found in Sophanem"
../data/chatheads/1218.png,"Emblem Trader: Human, male, a beard, red hair, a hood, found in Daimon's Crater"
../data/chatheads/1219.png,"Emelio: Human, male, glasses, found in Outer Fortis"
../data/chatheads/1220.png,"Emem Sharma: Human, female, unnatural hair, a helmet, glasses, found in World Wildlife Fund conservation area"
../data/chatheads/1221.png,"Emerald Benedict: Human, male, glasses, found in Rogues' Den"
../data/chatheads/1222.png,"Emilia: Human, female, a mask, glasses, found in Burgh de Rott"
../data/chatheads/1223.png,"Emily: Human, female, found in Falador"
../data/chatheads/1224.png,"Emissary Acolyte: Human, a beard, glasses, found in Twilight Temple"
../data/chatheads/1225.png,"Emissary Ascended: Human, female, a mask, glasses, found in Twilight Temple"
../data/chatheads/1226.png,"Emissary Chef: Human, female, a beard, a hood, glasses, found in Twilight Temple"
../data/chatheads/1227.png,"Emissary Chosen: Human, a beard, a helmet, glasses, found in Twilight Temple"
../data/chatheads/1228.png,"Emissary Fisher: Human, male, a beard, a mask, glasses, found in West of the Tower of Ascension"
../data/chatheads/1229.png,"Emissary Herder: Human, male, a beard, a mask, glasses, found in Twilight Temple"
../data/chatheads/1230.png,"Emma: Human, female, red hair, found in Varrock"
../data/chatheads/1231.png,"Enakhra: Mahjarrat, female, red hair, a cape, found in Enakhra's Temple"
../data/chatheads/1234.png,"Enchantment Guardian: Golem, unnatural hair, a crown, glasses, found in Mage Training Arena"
../data/chatheads/1235.png,"Enel: Elf, male, glasses, found in Prifddinas"
../data/chatheads/1236.png,"Enelye: Elf, female, a goatee, brown hair, glasses, found in Prifddinas"
../data/chatheads/1237.png,"Enerdhil: Elf, male, found in Prifddinas"
../data/chatheads/1242.png,"Enilly: Elf, female, found in Prifddinas"
../data/chatheads/1243.png,"Eniola: Human, male, a helmet, glasses, found in Ourania Cave"
../data/chatheads/1244.png,"Ennius Tullus: Human, male, red hair, found in Civitas illa Fortis"
../data/chatheads/1249.png,"Entling: a hat, found in Forestry events"
../data/chatheads/1250.png,"Entomologist: Skeleton, male, a goatee, a helmet, glasses, found in Kalphite Cave"
../data/chatheads/1251.png,"Entrance Guardian: Golem, male, a helmet, glasses, found in Mage Training Arena - Central Chamber"
../data/chatheads/1252.png,"Eodan: Human, male, blonde hair, a hat, glasses, found in Forthos Dungeon"
../data/chatheads/1253.png,"Eohric: Human, male, glasses, found in Burthorpe castle"
../data/chatheads/1254.png,"Eoin: Elf, male, found in Lletya"
../data/chatheads/1255.png,"epic mager34: Human, male, a beard, found in Lumbridge watermill"
../data/chatheads/1256.png,"Episcula Helsing: Vampyre, female, a goatee, a mask, found in South-west Darkmeyer"
../data/chatheads/1257.png,"Erasmus: Human, male, a beard, glasses, a cape, found in Lumbridge"
../data/chatheads/1258.png,"Ercos: Human, male, a goatee, found in Aldarin"
../data/chatheads/1259.png,"Erdan: Human, male, a beard, glasses, found in Myths' Guild"
../data/chatheads/1260.png,"Erestor: Elf, male, found in Prifddinas"
../data/chatheads/1261.png,"Eric: Human, male, brown hair, glasses, found in Ruins of Uzer"
../data/chatheads/1262.png,"Eric: Human, male, a goatee, a hat, found in Rimmington church"
../data/chatheads/1263.png,"Eric: Human, male, a beard, glasses, found in Jatizso"
../data/chatheads/1265.png,"Ermin: Gnome, male, a beard, found in Tree Gnome Stronghold"
../data/chatheads/1267.png,"Erodoeht: Human, male, a goatee, black hair, found in Slepe"
../data/chatheads/1268.png,"Escaping slave: Human, male, a beard, brown hair, glasses, found in Desert Mining Camp"
../data/chatheads/1269.png,"Essyllt: Elf, male, brown hair, glasses, found in Tirannwn , Mourner Headquarters"
../data/chatheads/1270.png,"Estate agent: Human, male, a goatee, a hat, found in Varrock , Falador , Seers' Village , Ardougne , Hosidius"
../data/chatheads/1271.png,"Estate agent: Human, male, a goatee, a hat, found in South of the Edgeville Monastery"
../data/chatheads/1272.png,"Esther: Human, female, brown hair, a hood, glasses, a cape, found in Wintertodt Camp"
../data/chatheads/1273.png,"Ethereal Being: Human, male, a goatee, unnatural hair, a mask, glasses, found in Dream World"
../data/chatheads/1274.png,"Ethereal Expert: Ethereal being, male, a beard, a mask, glasses, found in Dream World"
../data/chatheads/1275.png,"Ethereal Fluke: Ethereal being, male, a beard, a mask, glasses, found in Dream World"
../data/chatheads/1276.png,"Ethereal Guide: Ethereal being, male, a beard, a mask, glasses, found in Dream World"
../data/chatheads/1277.png,"Ethereal Lady: Human, female, a goatee, unnatural hair, a mask, glasses, found in Dream World"
../data/chatheads/1278.png,"Ethereal Man: Human, male, a goatee, unnatural hair, a mask, glasses, found in Dream World"
../data/chatheads/1279.png,"Ethereal Mimic: Ethereal being, a goatee, unnatural hair, a helmet, glasses, found in Dream World"
../data/chatheads/1280.png,"Ethereal Numerator: Lunar Entity, male, a beard, a mask, glasses, found in Dream World"
../data/chatheads/1281.png,"Ethereal Perceptive: Ethereal being, male, a goatee, a mask, glasses, found in Dream World"
../data/chatheads/1282.png,"Etz: Human, male, glasses, found in Auburnvale"
../data/chatheads/1283.png,"Eudav: Elf, male, red hair, found in Lletya"
../data/chatheads/1284.png,"Eve: Human, female, glasses, found in Taverley Dungeon"
../data/chatheads/1285.png,"Eve: Undead, female, brown hair, a hat, found in Western end of Lumbridge Swamp"
../data/chatheads/1286.png,"Evelot: Human, female, found in South of Tower of Life"
../data/chatheads/1287.png,"Evil Bob: Cat, male, found in ScapeRune"
../data/chatheads/1288.png,"Evil Dave: Human, male, a goatee, brown hair, found in Edgeville"
../data/chatheads/1289.png,"Ewesey: Human, female, a beard, a helmet, glasses, found in Mess"
../data/chatheads/1290.png,"Ex-Captain Siad: Human, male, a goatee, a hat, glasses, found in Before hiring: Desert Mining Camp After hiring: The Pandemonium"
../data/chatheads/1291.png,"Examiner: Human, female, glasses, found in Exam Centre"
../data/chatheads/1292.png,"Executioner: Human, male, a beard, a helmet, glasses, found in East Ardougne"
../data/chatheads/1293.png,"Eyatlalli: Nagua, glasses, found in Neypotzli"
../data/chatheads/1295.png,"Ezco, Teoki of Ranul: Human, male, glasses, a cape, found in Varlamore"
../data/chatheads/1296.png,"Ezekial Lovecraft: Human, male, a hat, glasses, found in Witchaven"
../data/chatheads/1297.png,"Faaid: Human, male, a beard, brown hair, glasses, found in Menaphos"
../data/chatheads/1298.png,"Fabia: Human, brown hair, a crown, glasses, found in Tlati Rainforest"
../data/chatheads/1299.png,"Factory Manager: Dwarf, male, a beard, found in Keldagrim"
../data/chatheads/1300.png,"Factory Worker: Dwarf, male, a beard, glasses, found in Blast Furnace"
../data/chatheads/1301.png,"Fadli: Human, male, a beard, brown hair, found in Emir's Arena"
../data/chatheads/1302.png,"Fairy: Fairy, female, found in Zanaris"
../data/chatheads/1303.png,"Fairy: Fairy, female, glasses, found in Fairy Resistance Hideout"
../data/chatheads/1304.png,"Fairy: Fairy, female, red hair, found in Zanaris market"
../data/chatheads/1305.png,"Fairy Aeryka: Fairy, female, found in Zanaris wheat field"
../data/chatheads/1306.png,"Fairy chef: Fairy, female, a helmet, found in Zanaris"
../data/chatheads/1307.png,"Fairy Fixit: Fairy, female, a helmet, found in Zanaris"
../data/chatheads/1308.png,"Fairy Godfather: Fairy, male, a mustache, found in Zanaris throne room next to Slayer master Chaeldar"
../data/chatheads/1309.png,"Fairy Nuff: Fairy, female, found in Her room near Zanaris bank"
../data/chatheads/1310.png,"Fairy Queen: Fairy, female, a crown, found in Zanaris throne room"
../data/chatheads/1311.png,"Fairy shop assistant: Fairy, female, found in Zanaris"
../data/chatheads/1312.png,"Fairy shop keeper: Fairy, female, found in Zanaris"
../data/chatheads/1313.png,"Fairy Very Wise: Fairy, female, glasses, found in Fairy Resistance Hideout"
../data/chatheads/1314.png,"Fake Man: a beard, a hood, glasses"
../data/chatheads/1316.png,"Falo the Bard: Human, male, a beard, found in North of Seers' Village"
../data/chatheads/1318.png,"Fancy Dan: Human, male, a goatee, black hair, a hat, found in Trouble Brewing"
../data/chatheads/1319.png,"Fanellaman: Human, male, a beard, blonde hair, found in Tai Bwo Wannai"
../data/chatheads/1320.png,"Farid Morrisane (ores and bars): Human, male, glasses, found in Grand Exchange"
../data/chatheads/1321.png,"Farmer: Human, male, a hat, found in Hosidius"
../data/chatheads/1322.png,"Farmer: Human, male, a beard, unnatural hair, glasses, found in Kastori"
../data/chatheads/1323.png,"Farmer: Human, male, a beard, found in Miscellania"
../data/chatheads/1324.png,"Farmer: Human, male, brown hair, glasses, found in Groats' farm"
../data/chatheads/1325.png,"Farmer: Human, male, a beard, a hat, found in Shayzien Cloak and Stagger"
../data/chatheads/1326.png,"Farmer: Human, male, a goatee, unnatural hair, glasses, found in Tal Teklan"
../data/chatheads/1327.png,"Farmer: Human, male, a beard, brown hair, a hat, found in The Golden Field"
../data/chatheads/1329.png,"Farmer Brumty: Human, male, a beard, brown hair, a hat, glasses, found in East Ardougne"
../data/chatheads/1330.png,"Farmer Fromund: Human, male, a beard, a hat, found in Southern Etceteria"
../data/chatheads/1331.png,"Farmer Gricoller: Human, male, a beard, a hat, found in Tithe Farm"
../data/chatheads/1332.png,"Farmer Hayfield: Human, male, a beard, brown hair, a hat, found in Hosidius"
../data/chatheads/1333.png,"Farmer Maggot: Rabbit, a hat, glasses, found in Eastern Bunbridge"
../data/chatheads/1334.png,"Farolt: Human, male, a beard, glasses, found in Giants' Den"
../data/chatheads/1335.png,"Fat Rocco: Fairy, male, found in Zanaris throne room"
../data/chatheads/1336.png,"Fat Tony: Human, male, a beard, found in Bandit Camp (Wilderness)"
../data/chatheads/1337.png,"Father Aereck: Human, male, found in Lumbridge"
../data/chatheads/1338.png,"Father Aereck: Human, male, found in Lumbridge"
../data/chatheads/1339.png,"Father Badden: Human, male, a beard, glasses, found in Ruins of Uzer"
../data/chatheads/1340.png,"Father Buckerek: Rabbit, a hood, glasses, found in Bunbridge"
../data/chatheads/1341.png,"Father Eysseric: Human, male, a goatee, a cape, found in Shayzien"
../data/chatheads/1342.png,"Father Gnome: Gnome, male, glasses, found in ? (edit)"
../data/chatheads/1343.png,"Father Jean: Human, male, glasses, found in Hosidius"
../data/chatheads/1344.png,"Father Lawrence: Human, male, found in Varrock church"
../data/chatheads/1345.png,"Father Reen: Human, male, a beard, glasses, found in Al Kharid"
../data/chatheads/1346.png,"Father Urhney: Human, male, a beard, a cape, found in Lumbridge Swamp"
../data/chatheads/1347.png,"Faustus: Human, male, glasses, found in Aldarin"
../data/chatheads/1348.png,"Fayeth: Human, female, brown hair, glasses, found in Lumbridge"
../data/chatheads/1349.png,"Feanor: Elf, male, glasses, found in Prifddinas"
../data/chatheads/1351.png,"Felfiz Yaryus: Gnome, male, a beard, a hood, glasses, found in Farming Guild"
../data/chatheads/1352.png,"Felius: Human, male, glasses, found in Twilight Temple"
../data/chatheads/1353.png,"Felix: Human, black hair, glasses, found in South-west of Tlati Rainforest"
../data/chatheads/1354.png,"Felkrash: Human, female, brown hair, glasses, found in Port Sarim Rat Pits"
../data/chatheads/1357.png,"Female slave: Human, female, unnatural hair, glasses, found in Desert Mining Camp"
../data/chatheads/1360.png,"Femi: Gnome, female, a beard, a hood, found in Tree Gnome Stronghold"
../data/chatheads/1361.png,"Fennec fox: a beard, glasses, found in Avium Savannah"
../data/chatheads/1362.png,"Fennec fox cub: a beard, glasses, found in Avium Savannah"
../data/chatheads/1363.png,"Fenric Hollowspire: Human, male, a beard, a hat, glasses"
../data/chatheads/1364.png,"Ferain: Dwarf, male, a goatee, a hat, glasses, found in Farming Guild"
../data/chatheads/1366.png,"Ferd: Dwarf, male, a beard, a helmet, glasses, found in Miscellania and Etceteria Dungeon"
../data/chatheads/1367.png,"Fernahei: Human, male, a beard, brown hair, found in Shilo Village"
../data/chatheads/1368.png,"Ferox: Human, male, a goatee, unnatural hair, a hat, found in Ferox Enclave"
../data/chatheads/1370.png,"Ferryman Nathwood: Human, male, a beard, glasses, found in West of Ruins of Unkah bank"
../data/chatheads/1371.png,"Ferryman Sathwood: Human, male, a beard, glasses, found in South of Al Kharid bank"
../data/chatheads/1372.png,"Festive Cook: Human, male, a beard, found in The Nutcracker"
../data/chatheads/1373.png,"Ffoni: Elf, female, found in Prifddinas"
../data/chatheads/1374.png,"Fidelio: Werewolf, male, found in Canifis"
../data/chatheads/1376.png,"Filamina: Human, female, a goatee, unnatural hair, a hat, a cape, found in Arceuus"
../data/chatheads/1377.png,"Filliman Tarlock: Ghost, male, a goatee, glasses, a cape, found in Nature Grotto south of Mort Myre Swamp"
../data/chatheads/1378.png,"Financial Advisor: Human, male, a mustache, found in Tutorial Island"
../data/chatheads/1379.png,"Financial Seer: Human, female, blonde hair, found in Neitiznot"
../data/chatheads/1380.png,"Financial Wizard: Human, male, a beard, a hood, glasses, found in Next to bankers"
../data/chatheads/1381.png,"Finarfin: Elf, male, found in Grand Library"
../data/chatheads/1382.png,"Findis: Elf, female, found in Prifddinas"
../data/chatheads/1383.png,"Finduilas: Elf, female, found in Prifddinas"
../data/chatheads/1384.png,"Fingolfin: Elf, male, a goatee, found in Prifddinas"
../data/chatheads/1385.png,"Fingon: Elf, male, red hair, found in Prifddinas"
../data/chatheads/1386.png,"Finn: Human, male, a beard, found in Miscellania and Etceteria Dungeon"
../data/chatheads/1387.png,"Finn: Tortugan, a goatee, a helmet, glasses, found in The Summer Shore"
../data/chatheads/1388.png,"Fionella: Human, female, brown hair, glasses, found in Legends' Guild"
../data/chatheads/1389.png,"Fionn: Pixie, male, a beard, glasses, found in Diango's Workshop"
../data/chatheads/1390.png,"Fior: Dwarf, male, a beard, a helmet, glasses, found in Keldagrim Rat Pits"
../data/chatheads/1391.png,"Fiora: Human, female, black hair, glasses, found in The Pandemonium"
../data/chatheads/1396.png,"First mate 'Davey-boy': Human, male, a beard, brown hair, a helmet, glasses, found in Pirates' Cove"
../data/chatheads/1397.png,"First Mate Deri: Human, male, a crown, glasses, found in Tempoross Cove"
../data/chatheads/1398.png,"First Mate Peri: Human, female, a helmet, glasses, found in Tempoross Cove"
../data/chatheads/1407.png,"Fish monger: Human, male, a beard, glasses, found in Rellekka"
../data/chatheads/1408.png,"Fish monger: Human, male, a beard, a helmet, glasses, found in The Warrens"
../data/chatheads/1411.png,"Fisher: brown hair, a helmet, glasses, found in Fortis Cothon , Sunset Coast , Outer Fortis"
../data/chatheads/1412.png,"Fisherman: Human, male, a beard, found in Fishing Platform"
../data/chatheads/1413.png,"Fisherman: Human, male, a beard, a helmet, glasses, found in Fisher Realm"
../data/chatheads/1414.png,"Fisherman: Human, male, found in Port Piscarilius"
../data/chatheads/1415.png,"Fisherman: Human, male, a beard, found in Rellekka Docks"
../data/chatheads/1416.png,"Fisherman Frodi: Human, male, a beard, found in Miscellania"
../data/chatheads/1441.png,"Fishing tutor: Human, male, a goatee, a hat, found in North-east of the Lumbridge Swamp training mine"
../data/chatheads/1442.png,"Fishmonger: Human, male, a beard, glasses, found in Miscellania"
../data/chatheads/1443.png,"fishrunner82: Human, male, a beard, glasses, found in Hallowed Sepulchre"
../data/chatheads/1444.png,"Flax keeper: Human, male, brown hair, glasses, found in Seers' Village Flax Fields"
../data/chatheads/1445.png,"Flaygian Screwte: Human, male, a beard, glasses, found in Meiyerditch"
../data/chatheads/1447.png,"Flippa: Troll, male, a goatee, a helmet, glasses, found in Pinball random event"
../data/chatheads/1451.png,"Floria: brown hair, glasses, found in Civitas illa Fortis"
../data/chatheads/1452.png,"Florin: Human, male, brown hair, glasses, found in Burgh de Rott"
../data/chatheads/1453.png,"Flosi Dalksson: Human, male, a beard, red hair, glasses, found in Jatizso"
../data/chatheads/1456.png,"Flower Girl: Human, female, blonde hair, found in Miscellania Market"
../data/chatheads/1463.png,"Flynn: Human, male, a beard, a helmet, glasses, found in Falador"
../data/chatheads/1464.png,"Forebearer Fides: Human, female, a mask, glasses, found in Twilight Temple"
../data/chatheads/1466.png,"Forebearer Janus: Human, male, red hair, a mask, glasses, found in Twilight Temple , Tower of Ascension"
../data/chatheads/1467.png,"Forebearer Vulcan: Human, male, a mask, glasses, found in Ruins of Tapoyauik"
../data/chatheads/1468.png,"Forester (hard): Human, male, brown hair, found in Paterdomus"
../data/chatheads/1469.png,"Forester: Human, male, a beard, unnatural hair, a helmet, glasses, found in McGrubor's Wood"
../data/chatheads/1470.png,"Former Vampyre: Human, male, found in Meiyerditch"
../data/chatheads/1471.png,"Fornek quo Maten: Kahlith, a goatee, a mask, glasses, found in Mount Karuulm"
../data/chatheads/1472.png,"Fortunato: Human, male, a beard, a hat, glasses, found in Draynor Village"
../data/chatheads/1473.png,"Fossegrimen: Ghost, female, a mask, glasses, found in South-west of Rellekka"
../data/chatheads/1474.png,"Fossil Collector: Human, female, a helmet, glasses, found in Fossil Island"
../data/chatheads/1475.png,"Fox: a goatee, red hair, a hood, glasses, found in Forestry"
../data/chatheads/1477.png,"Francis: Human, male, a beard, found in Entrana"
../data/chatheads/1478.png,"Francis: Human, male, a crown, found in Auburnvale"
../data/chatheads/1479.png,"Francois: Human, male, a goatee, found in Corsair Cove Dungeon"
../data/chatheads/1480.png,"Frank: Human, male, a beard, found in Sinclair Mansion"
../data/chatheads/1482.png,"Frankie: Human, male, a beard, a helmet, glasses, found in Port Piscarilius"
../data/chatheads/1483.png,"Franklin Caranos: Human, male, a beard, found in Piscatoris Fishing Colony"
../data/chatheads/1484.png,"Freaky Forester: Human, male, a goatee, a hat, found in Freaky Forest"
../data/chatheads/1485.png,"Freaky Forester: Human, a goatee, a hat, found in Forestry events"
../data/chatheads/1486.png,"Freald: Human, male, a goatee, a hat, found in Arceuus"
../data/chatheads/1487.png,"Fred the Farmer: Human, male, brown hair, a hat, glasses, found in Lumbridge"
../data/chatheads/1488.png,"Fred the Farmer: Human, male, brown hair, a hat, glasses, a cape, found in Fred's farm"
../data/chatheads/1489.png,"Freja: Human, female, a beard, a mask, glasses, found in Myths' Guild"
../data/chatheads/1490.png,"Fremennik Warrior: Human, male, a beard, a helmet, glasses, found in Rellekka"
../data/chatheads/1491.png,"Frenita: Human, female, glasses, found in Yanille"
../data/chatheads/1492.png,"Freygerd: Human, female, blonde hair, found in Rellekka"
../data/chatheads/1493.png,"Freygerd: Human, female, blonde hair, found in Jatizso"
../data/chatheads/1494.png,"Fridgeir: Human, male, a beard, brown hair, found in Rellekka Longhall Bar"
../data/chatheads/1495.png,"Fridleif Shieldson: Human, male, a beard, a helmet, glasses, found in Neitiznot Hall"
../data/chatheads/1498.png,"Friendly Ent: a beard, a mask, glasses"
../data/chatheads/1499.png,"Friendly Forester: Human, male, a goatee, a hat, found in Draynor Village , Seers' Village , Prifddinas , Nemus Retreat"
