id_a,id_b,similarity,Name_a,Class_a,Location_a,Name_b,Class_b,Location_b
2718,4025,0.9947369,Monk,Human,Lumbridge Swamp,Tourist,,"Civitas illa Fortis , Aldarin"
318,1860,0.99473464,Banker,Human,Varrock,Hairdresser,Human,Falador
362,714,0.99472415,Bartender,Human,Port Sarim,Chancy,Human,Rimmington
714,876,0.99472415,Chancy,Human,Rimmington,Crafting tutor,Human,Lumbridge Castle
714,3725,0.99472415,Chancy,Human,Rimmington,Soldier,Human,Death Plateau (south)
714,1950,0.9947132,Chancy,Human,Rimmington,Hewey,Human,Lumbridge Swamp
1286,4170,0.99470866,Evelot,Human,South of Tower of Life,Vannah,Human,Hosidius
2674,3391,0.99470365,Mine cart driver,Human,Desert Mining Camp,Sailor,Human,Red Rock
1444,3391,0.99470365,Flax keeper,Human,Seers' Village Flax Fields,Sailor,Human,Red Rock
3141,3391,0.99470365,Prisoner,Human,North Darkmeyer,Sailor,Human,Red Rock
1886,3391,0.99470365,Hans,Human,Al Kharid,Sailor,Human,Red Rock
935,3391,0.99470365,Darkmeyer Slave,Human,Hallowed Sepulchre,Sailor,Human,Red Rock
1038,3391,0.99470365,Doug Deeping,Human,Down the north-eastern borehole of the Digsite,Sailor,Human,Red Rock
468,3391,0.99470365,Boar31337Killer,Human,Southern Island of The Node,Sailor,Human,Red Rock
2705,2741,0.9946948,Mofina,Citizen of Arceuus,Lumbridge Castle,Mori,Citizen of Arceuus,Arceuus
1678,2741,0.9946948,Gnosi,Citizen of Arceuus,Mount Quidamortem,Mori,Citizen of Arceuus,Arceuus
1539,2434,0.9946948,Galana,Citizen of Arceuus,Arceuus Library,Logosia,Citizen of Arceuus,Arceuus Library
2039,2741,0.9946948,Imerominia,Citizen of Arceuus,Library Historical Archive,Mori,Citizen of Arceuus,Arceuus
2434,2741,0.9946948,Logosia,Citizen of Arceuus,Arceuus Library,Mori,Citizen of Arceuus,Arceuus
2704,2741,0.9946948,Mofina,Citizen of Arceuus,Arceuus church,Mori,Citizen of Arceuus,Arceuus
1539,1678,0.9946948,Galana,Citizen of Arceuus,Arceuus Library,Gnosi,Citizen of Arceuus,Mount Quidamortem
1539,2704,0.9946948,Galana,Citizen of Arceuus,Arceuus Library,Mofina,Citizen of Arceuus,Arceuus church
1539,2039,0.9946948,Galana,Citizen of Arceuus,Arceuus Library,Imerominia,Citizen of Arceuus,Library Historical Archive
1539,2705,0.9946948,Galana,Citizen of Arceuus,Arceuus Library,Mofina,Citizen of Arceuus,Lumbridge Castle
1202,2380,0.99469304,Elladan,Elf,Prifddinas,Lenwe,Elf,Prifddinas
342,1522,0.9946822,Barman,Dwarf,West Keldagrim,Fullangr,Dwarf,Miscellania and Etceteria Dungeon
167,935,0.99466187,Apprentice workman,Human,Falador,Darkmeyer Slave,Human,Hallowed Sepulchre
167,1038,0.99466187,Apprentice workman,Human,Falador,Doug Deeping,Human,Down the north-eastern borehole of the Digsite
167,468,0.99466187,Apprentice workman,Human,Falador,Boar31337Killer,Human,Southern Island of The Node
167,3141,0.99466187,Apprentice workman,Human,Falador,Prisoner,Human,North Darkmeyer
167,2674,0.99466187,Apprentice workman,Human,Falador,Mine cart driver,Human,Desert Mining Camp
167,1444,0.99466187,Apprentice workman,Human,Falador,Flax keeper,Human,Seers' Village Flax Fields
167,1886,0.99466187,Apprentice workman,Human,Falador,Hans,Human,Al Kharid
2038,2581,0.99466085,Ima,Human,Emir's Arena,Market seller,Human,Pollnivneach
1112,2161,0.9946508,Dwarven Boatman,Dwarf,Keldagrim,Jorra,Dwarf ( Imcando-descendant ),Lovakengj Assembly
1112,3309,0.9946508,Dwarven Boatman,Dwarf,Keldagrim,Riki the sculptor's model,Dwarf,Keldagrim
1112,1836,0.9946508,Dwarven Boatman,Dwarf,Keldagrim,Gunslik,Dwarf,Western Keldagrim
3572,3573,0.99463725,Shop keeper,Human,Museum Camp,Shop keeper,Human,Lumbridge
714,1885,0.9946363,Chancy,Human,Rimmington,Hans,Human,Lumbridge
714,1324,0.9946363,Chancy,Human,Rimmington,Farmer,Human,Groats' farm
318,798,0.9946301,Banker,Human,Varrock,Clerk,Human,Clan Hub
1078,2069,0.9946182,Drunken soldier,Human,The Cloak and Stagger,Ironman tutor,Human,Tutorial Island
2069,2980,0.9946182,Ironman tutor,Human,Tutorial Island,Panning guide,Human,Digsite
2069,2578,0.9946182,Ironman tutor,Human,Tutorial Island,Mark,Human,Port Piscarilius
2069,3700,0.9946182,Ironman tutor,Human,Tutorial Island,Smithing apprentice,Human,Lumbridge
1715,2069,0.9946182,Grand Exchange Clerk,Human,Grand Exchange,Ironman tutor,Human,Tutorial Island
2069,3928,0.9946182,Ironman tutor,Human,Tutorial Island,The 'Wedge',Human,Camelot
2069,3997,0.9946182,Ironman tutor,Human,Tutorial Island,Toby,Human,Varrock
350,1576,0.9946026,Bartender,Human,Blue Moon Inn,General Babacus,Human,Shayzien
350,1566,0.9946026,Bartender,Human,Blue Moon Inn,Gee,Human,Lumbridge
353,1855,0.9946026,Bartender,Human,Varrock,Hadley,Human,Tourist Information Centre
353,1566,0.9946026,Bartender,Human,Varrock,Gee,Human,Lumbridge
350,1855,0.9946026,Bartender,Human,Blue Moon Inn,Hadley,Human,Tourist Information Centre
350,1705,0.9946026,Bartender,Human,Blue Moon Inn,Gordon,Human,Farm south of Farming Guild
353,1705,0.9946026,Bartender,Human,Varrock,Gordon,Human,Farm south of Farming Guild
353,1576,0.9946026,Bartender,Human,Varrock,General Babacus,Human,Shayzien
103,3560,0.99460053,Almera,Human,Baxtorian Falls,Shop assistant,Human,Edgeville
1376,3973,0.9945923,Filamina,Citizen of Arceuus,Arceuus,Thyria,Citizen of Arceuus,Arceuus
80,2972,0.994564,Alfonse the waiter,Human,Brimhaven,Oziach,Human,South of the Edgeville Monastery
354,2972,0.994564,Bartender,Human,Varrock,Oziach,Human,South of the Edgeville Monastery
2208,3374,0.9945413,Karam,Gnome,Ape Atoll,Saboteur,Gnome,
158,3443,0.9945409,Antos,Human,Auburnvale,Sawmill Operator,Human,Auburnvale
158,180,0.9945409,Antos,Human,Auburnvale,Arcuani,Human,Tal Teklan
1860,2069,0.99453807,Hairdresser,Human,Falador,Ironman tutor,Human,Tutorial Island
345,1343,0.9945377,Barnabus Hurma,Human,Varrock Museum,Father Jean,Human,Hosidius
142,4188,0.9945219,Angel,Human,Rimmington,Veronica,Human,Draynor Manor
1860,4268,0.994519,Hairdresser,Human,Falador,Wesley,Human,Nardah
230,4249,0.9945124,Assistant Le Smith,Gnome,Tree Gnome Stronghold,Waymottin,Gnome,Ape Atoll Dungeon
230,554,0.9945124,Assistant Le Smith,Gnome,Tree Gnome Stronghold,Bunkwicket,Gnome,Ape Atoll Dungeon
944,2104,0.9945107,Dave,,Locus Oasis,Jane,,Locus Oasis
3728,3729,0.9945054,Soldier,Human,Shayzien,Soldier,Human,Lizardman Canyon
3729,3732,0.9945054,Soldier,Human,Lizardman Canyon,Soldier,Human,Shayzien
1915,3391,0.9944873,Head Servant,Human,? (edit),Sailor,Human,Red Rock
2872,3835,0.99444944,Numpty,Dwarf,Blast Furnace,Stumpy,Dwarf,Blast Furnace
3835,3970,0.99444944,Stumpy,Dwarf,Blast Furnace,Thumpy,Dwarf,Blast Furnace
167,3391,0.9944385,Apprentice workman,Human,Falador,Sailor,Human,Red Rock
2996,3428,0.9944263,Patty Seer,Human,Lumbridge Castle kitchen,Sarah,Human,South Falador Farm
1961,4188,0.994414,Hild,Human,Miscellania and Etceteria Dungeon,Veronica,Human,Draynor Manor
350,3037,0.9944098,Bartender,Human,Blue Moon Inn,Pete,Human,North of the Clock Tower
353,3037,0.9944098,Bartender,Human,Varrock,Pete,Human,North of the Clock Tower
782,3321,0.99440515,Citizen,Human,Necropolis,Robyn,Human,Shayzien
1257,3788,0.9944004,Erasmus,Human,Lumbridge,Squire,Human,Void Knights' Outpost
2575,3338,0.99439794,Marius,Human,Burgh de Rott,Rommik,Human,Rimmington
639,2575,0.99439794,Captain Rimor,Human,Mount Quidamortem,Marius,Human,Burgh de Rott
687,689,0.9943932,Cave goblin,Dorgeshuun,Dorgesh-Kaan–Keldagrim train system,Cave goblin worker,Dorgeshuun,Christmas Factory
1705,3906,0.99439263,Gordon,Human,Farm south of Farming Guild,Ted Rehnison,Human,West Ardougne
1705,3595,0.99439263,Gordon,Human,Farm south of Farming Guild,Siegfried Erkle,Human,2 nd floor [ UK ] 3 rd floor [ US ] of Legends' Guild (west side)
1705,1966,0.99439263,Gordon,Human,Farm south of Farming Guild,Hiylik Myna,Human,Paterdomus
1855,3906,0.99439263,Hadley,Human,Tourist Information Centre,Ted Rehnison,Human,West Ardougne
1855,3595,0.99439263,Hadley,Human,Tourist Information Centre,Siegfried Erkle,Human,2 nd floor [ UK ] 3 rd floor [ US ] of Legends' Guild (west side)
1566,3906,0.99439263,Gee,Human,Lumbridge,Ted Rehnison,Human,West Ardougne
1566,3595,0.99439263,Gee,Human,Lumbridge,Siegfried Erkle,Human,2 nd floor [ UK ] 3 rd floor [ US ] of Legends' Guild (west side)
1525,1576,0.99439263,Fur trader,Human,East Ardougne,General Babacus,Human,Shayzien
1525,1855,0.99439263,Fur trader,Human,East Ardougne,Hadley,Human,Tourist Information Centre
1525,1705,0.99439263,Fur trader,Human,East Ardougne,Gordon,Human,Farm south of Farming Guild
1525,1566,0.99439263,Fur trader,Human,East Ardougne,Gee,Human,Lumbridge
1576,3595,0.99439263,General Babacus,Human,Shayzien,Siegfried Erkle,Human,2 nd floor [ UK ] 3 rd floor [ US ] of Legends' Guild (west side)
1592,1705,0.99439263,Gerald,Human,South of Baxtorian Falls,Gordon,Human,Farm south of Farming Guild
1855,1966,0.99439263,Hadley,Human,Tourist Information Centre,Hiylik Myna,Human,Paterdomus
1576,1966,0.99439263,General Babacus,Human,Shayzien,Hiylik Myna,Human,Paterdomus
1566,1966,0.99439263,Gee,Human,Lumbridge,Hiylik Myna,Human,Paterdomus
1576,3906,0.99439263,General Babacus,Human,Shayzien,Ted Rehnison,Human,West Ardougne
1566,1592,0.99439263,Gee,Human,Lumbridge,Gerald,Human,South of Baxtorian Falls
1592,1855,0.99439263,Gerald,Human,South of Baxtorian Falls,Hadley,Human,Tourist Information Centre
1576,1592,0.99439263,General Babacus,Human,Shayzien,Gerald,Human,South of Baxtorian Falls
309,2122,0.9943876,Banker,Human,Port Piscarilius,Jenny Blade,Human,Lady Zay
857,1641,0.9943874,Council workman,Human,Bridge leading to Rellekka,Giles,Human,Anywhere random events can occur
3989,4361,0.99438727,Tindel Marchant,Human,Port Khazard,Xi_plzPetDogz_xiX,Human,South of Edgeville Monastery
1235,3954,0.9943833,Enel,Elf,Prifddinas,Thingol,Elf,Prifddinas
90,2038,0.9943764,Ali the Kebab seller,Human,Pollnivneach,Ima,Human,Emir's Arena
536,537,0.99436915,Brown Engine Director,Dwarf,Keldagrim,Brown Engine Secretary,Dwarf,Keldagrim
640,4361,0.9943483,Captain Rovin,Human,Varrock Palace,Xi_plzPetDogz_xiX,Human,South of Edgeville Monastery
517,4361,0.99432755,Brian,Human,Port Sarim,Xi_plzPetDogz_xiX,Human,South of Edgeville Monastery
940,3244,0.9943109,Darve,Human,Dorgesh-Kaan South Dungeon,Recruiter,Human,West Ardougne
776,2521,0.99428856,Cirdan,Elf,Prifddinas,Maedhros,Elf,Grand Library
2051,2996,0.9942812,Information clerk,Human,Varrock Museum,Patty Seer,Human,Lumbridge Castle kitchen
2221,3400,0.9942804,Kauayotl,Human,Tal Teklan,Salius,Human,Salvager Overlook
1921,3698,0.9942556,Helena,Human,Burgh de Rott,Smiddi Ryak (hard),Human,Burgh de Rott
1659,1672,0.9942484,Gnome,Gnome,Mourner HQ Prison in West Ardougne,Gnome soldier,Gnome,Battle of Atarisundri
3960,4152,0.9942399,Thora the Barkeep,Human,Rellekka Longhall Bar,Valaine,Human,Champions' Guild
117,1585,0.99423265,Ambassador Ferrnook,Gnome,Varrock Palace 1 st floor [ UK ] 2 nd floor [ US ],Generic Diplomat,Gnome,
119,1585,0.99423265,Ambassador Spanfipple,Gnome,White Knights' Castle 1 st floor [ UK ] 2 nd floor [ US ],Generic Diplomat,Gnome,
118,1585,0.99423265,Ambassador Gimblewap,Gnome,Ardougne Castle 1 st floor [ UK ] 2 nd floor [ US ],Generic Diplomat,Gnome,
2339,3125,0.99422264,Larry,Human,Falador,Priest,Human,East Ardougne
533,3634,0.9942198,Brother Maledict,Human,Witchaven,Sir Pear Visor,Human,Old School Museum
3634,4345,0.9942198,Sir Pear Visor,Human,Old School Museum,Workman,Human,Falador
1004,2666,0.99421334,Dock worker,Human,Port Piscarilius,Miles,Human,Anywhere random events can occur
56,103,0.9942011,Aisles,Human,Tai Bwo Wannai,Almera,Human,Baxtorian Falls
386,3402,0.99418867,Bedread the bold,Human,Pirates' Cove,Sam,Human,Arceuus Library
2620,3928,0.9941851,Mazion,Human,Entrana sandpit,The 'Wedge',Human,Camelot
1078,2620,0.9941851,Drunken soldier,Human,The Cloak and Stagger,Mazion,Human,Entrana sandpit
1715,2620,0.9941851,Grand Exchange Clerk,Human,Grand Exchange,Mazion,Human,Entrana sandpit
2620,3997,0.9941851,Mazion,Human,Entrana sandpit,Toby,Human,Varrock
2620,3700,0.9941851,Mazion,Human,Entrana sandpit,Smithing apprentice,Human,Lumbridge
2578,2620,0.9941851,Mark,Human,Port Piscarilius,Mazion,Human,Entrana sandpit
2620,2980,0.9941851,Mazion,Human,Entrana sandpit,Panning guide,Human,Digsite
2575,3339,0.9941782,Marius,Human,Burgh de Rott,Rommik,Human,Blue Moon Inn
3756,4285,0.994158,Spice seller,Human,East Ardougne,William,Human,Red Dragon Isle
1268,3756,0.99415797,Escaping slave,Human,Desert Mining Camp,Spice seller,Human,East Ardougne
357,3756,0.99415797,Bartender,Human,East Ardougne,Spice seller,Human,East Ardougne
3616,3756,0.99415797,Simon,Human,Chaos Temple (Wilderness),Spice seller,Human,East Ardougne
2544,3756,0.99415797,Male slave,Human,Desert Mining Camp,Spice seller,Human,East Ardougne
230,1830,0.99415654,Assistant Le Smith,Gnome,Tree Gnome Stronghold,Gulluck,Gnome,Grand Tree
1140,1502,0.9941512,Edmond,Human,Bandit camp mine,Frincos,Human,Entrana
1060,1502,0.99415106,Drezel,Human,Paterdomus,Frincos,Human,Entrana
1163,1502,0.99415106,Elder Chaos druid,Human,Chaos Temple,Frincos,Human,Entrana
527,1502,0.99415106,Brother Althric,Human,Edgeville Monastery,Frincos,Human,Entrana
707,1502,0.99415106,Chadwell,Human,West Ardougne,Frincos,Human,Entrana
1502,3532,0.99415106,Frincos,Human,Entrana,Sherpa,Human,? (edit)
1502,4128,0.99415106,Frincos,Human,Entrana,Unferth,Human,Burthorpe
1502,3515,0.99415106,Frincos,Human,Entrana,Shantay Guard,Human,Ruins of Unkah
1502,2714,0.99415106,Frincos,Human,Entrana,Monk,Human,Varrock
1502,2340,0.99415106,Frincos,Human,Entrana,Larry,Human,Wilderness
1502,1934,0.99415106,Frincos,Human,Entrana,Hengrad,Human,Fight Arena
1502,4094,0.99415106,Frincos,Human,Entrana,Tyras guard,Human,Tyras Camp
1502,3860,0.99415106,Frincos,Human,Entrana,Svidi,Human,East of Rellekka
1559,3562,0.99415004,Gary,Human,Varrock,Shop assistant,Human,Lumbridge
3163,3970,0.9941478,Pumpy,Dwarf,Blast Furnace,Thumpy,Dwarf,Blast Furnace
2872,3163,0.9941478,Numpty,Dwarf,Blast Furnace,Pumpy,Dwarf,Blast Furnace
1989,3634,0.99414414,Hosa,Human,Kingstown statue,Sir Pear Visor,Human,Old School Museum
937,3788,0.9941387,Darren,Human,East of the Wilderness Agility Course,Squire,Human,Void Knights' Outpost
312,4351,0.99413586,Banker,Human,Shayzien,Wounded soldier,Human,Battlefront
416,800,0.99410915,Biblia,Citizen of Arceuus,Arceuus Library,Clerris,Citizen of Arceuus,Dense runestone mine
1139,2105,0.9940977,Edmond,Human,East Ardougne,Jaraah,Human,Emir's Arena
530,2716,0.9940975,Brother Jered,Human,Edgeville Monastery,Monk,Human,Entrana
530,531,0.9940975,Brother Jered,Human,Edgeville Monastery,Brother Jered,Human,Edgeville Monastery
1776,3273,0.9940932,Guard,Human,Southern Etceteria,Reinn,Human,Sunset Coast
1783,3273,0.9940932,Guard,Human,Miscellania Castle,Reinn,Human,Sunset Coast
1784,3273,0.9940932,Guard,Human,Miscellania market,Reinn,Human,Sunset Coast
115,4236,0.9940862,Amascut,Feline,Jaltevas Pyramid,Wanderer,Feline,Outside of Sophanem
200,1108,0.99407184,Armourer (tier 1),Dwarf,Lovakengj,Dwarf,Dwarf ( Imcando-descendant ),Lovakengj
2204,4000,0.99406934,Kanel,Human,Varrock,Tolna,Human,Tolna's rift
1954,2205,0.9940374,High Priest,Human,Entrana,Kangai Mau,Human,Brimhaven
1140,2526,0.99403095,Edmond,Human,Bandit camp mine,Mage of Zamorak,Human,Ourania Cave
1060,2526,0.9940309,Drezel,Human,Paterdomus,Mage of Zamorak,Human,Ourania Cave
2340,2526,0.9940309,Larry,Human,Wilderness,Mage of Zamorak,Human,Ourania Cave
2526,3515,0.9940309,Mage of Zamorak,Human,Ourania Cave,Shantay Guard,Human,Ruins of Unkah
707,2526,0.9940309,Chadwell,Human,West Ardougne,Mage of Zamorak,Human,Ourania Cave
1934,2526,0.9940309,Hengrad,Human,Fight Arena,Mage of Zamorak,Human,Ourania Cave
527,2526,0.9940309,Brother Althric,Human,Edgeville Monastery,Mage of Zamorak,Human,Ourania Cave
2526,3532,0.9940309,Mage of Zamorak,Human,Ourania Cave,Sherpa,Human,? (edit)
1163,2526,0.9940309,Elder Chaos druid,Human,Chaos Temple,Mage of Zamorak,Human,Ourania Cave
2526,4128,0.9940309,Mage of Zamorak,Human,Ourania Cave,Unferth,Human,Burthorpe
2526,4094,0.9940309,Mage of Zamorak,Human,Ourania Cave,Tyras guard,Human,Tyras Camp
2526,2714,0.9940309,Mage of Zamorak,Human,Ourania Cave,Monk,Human,Varrock
2526,3860,0.9940309,Mage of Zamorak,Human,Ourania Cave,Svidi,Human,East of Rellekka
3403,4271,0.9940194,Sam,Human,Burthorpe Games Room,Wheeler,Human,Rabbit Hole
208,229,0.99401927,Arnold Lydspor,Human,Piscatoris Fishing Colony,Assistant Brock,Human,Crafting Guild
583,1189,0.9940187,Caerwyn,Elf,Prifddinas,Elgan,Elf,Prifddinas
842,858,0.99400973,Cooky Weasel,Human,Rabbit Hole,Councillor Andrews,Human,Kourend Castle
3973,4205,0.9940072,Thyria,Citizen of Arceuus,Arceuus,Villia,Citizen of Arceuus,Arceuus Library
2076,3973,0.9940072,Istoria,Citizen of Arceuus,Library Historical Archive,Thyria,Citizen of Arceuus,Arceuus
2405,3973,0.9940072,Lillia,Citizen of Arceuus,Catacombs of Kourend,Thyria,Citizen of Arceuus,Arceuus
190,3973,0.9940072,Aretha,Citizen of Arceuus,Soul Altar,Thyria,Citizen of Arceuus,Arceuus
2257,2258,0.9940058,King Bolren,Gnome,Tree Gnome Village,King Bolrie,Gnome,Cutscene
2258,2262,0.9940058,King Bolrie,Gnome,Cutscene,King Narnode Shareen,Gnome,Grand Tree
770,1983,0.99400425,Chris,Human,Emir's Arena,Horacio,Human,East Ardougne
1804,2125,0.99400425,Guardian of Armadyl,Human,Varies,Jerico,Human,East Ardougne
1787,2125,0.99400425,Guard,Human,Mountain Camp,Jerico,Human,East Ardougne
1787,1983,0.99400425,Guard,Human,Mountain Camp,Horacio,Human,East Ardougne
770,2125,0.99400425,Chris,Human,Emir's Arena,Jerico,Human,East Ardougne
770,4243,0.99400425,Chris,Human,Emir's Arena,Warrior,Human,Lumbridge Swamp
1804,4243,0.99400425,Guardian of Armadyl,Human,Varies,Warrior,Human,Lumbridge Swamp
1787,4243,0.99400425,Guard,Human,Mountain Camp,Warrior,Human,Lumbridge Swamp
1804,1983,0.99400425,Guardian of Armadyl,Human,Varies,Horacio,Human,East Ardougne
1363,3354,0.993995,Fenric Hollowspire,Human,,Ru Merald,Human,Tlati Rainforest
1057,3354,0.993995,Draven Quillshade,Human,,Ru Merald,Human,Tlati Rainforest
719,3354,0.993995,Charles Charlington II,Human,,Ru Merald,Human,Tlati Rainforest
3217,4152,0.99398136,Ranger (medium),Human,Paterdomus,Valaine,Human,Champions' Guild
3572,3969,0.9939804,Shop keeper,Human,Museum Camp,Thrander,Human,Realm of Memories
3299,3636,0.99397504,Richard,Human,Hosidius,Sir Percival,Human,Fisher Realm
2353,3884,0.99397385,Le-sabrè,Werewolf,Canifis,Tanya,Human,Slepe
722,2068,0.9939649,Charlie,Human,The Grand Tree top floor,Ironman tutor,Human,Lumbridge
1863,4361,0.9939585,Hajedy,Human,Brimhaven,Xi_plzPetDogz_xiX,Human,South of Edgeville Monastery
2244,4361,0.9939585,Khazard Barman,Human,South-western corner of the Fight Arena,Xi_plzPetDogz_xiX,Human,South of Edgeville Monastery
3575,4361,0.9939585,Shop keeper,Human,Port Khazard,Xi_plzPetDogz_xiX,Human,South of Edgeville Monastery
1145,4151,0.9939551,Efa,Elf,Prifddinas,Vaire,Elf,Prifddinas
2371,2598,0.99394846,Leela,Human,Hosidius,Mary,Human,Varrock
2068,2069,0.99393475,Ironman tutor,Human,Lumbridge,Ironman tutor,Human,Tutorial Island
3497,4402,0.9939261,Sergeant Tobyn,Human,Varrock Square,Zamorakian Acolyte,Human,Ferox Enclave
231,2497,0.99392456,Assistant Lori,Gnome,Grand Tree,Lumdo,Gnome,"Ape Atoll , Crash Island"
570,1680,0.99391556,Butterfly,Troll,Weiss,Goat Poo,Troll,Weiss
2565,3475,0.9939068,Marcus,Human,Auburnvale,Sebamo,Human,Auburnvale
369,4416,0.9939035,Bartender,Human,Lumbridge,Zembo,Human,"Musa Point, Karamja"
369,716,0.9939035,Bartender,Human,Lumbridge,Charles,Human,Port Piscarilius
429,842,0.9939027,Billy Rehnison,Human,West Ardougne,Cooky Weasel,Human,Rabbit Hole
842,3177,0.9939027,Cooky Weasel,Human,Rabbit Hole,Quartermaster,Human,Tyras Camp
120,2408,0.9938948,Amelia,Human,Shayzien,Ling,Human,
272,2226,0.99388164,Baker,Human,Ardougne Market,Keepa Kettilon,Human,Jatizso
798,2069,0.9938754,Clerk,Human,Clan Hub,Ironman tutor,Human,Tutorial Island
2221,3401,0.9938457,Kauayotl,Human,Tal Teklan,Salvager,Human,Salvager Overlook
1591,3536,0.9938275,Georgie,Human,Varrock,Shilop,Human,Varrock square
1591,3139,0.9938275,Georgie,Human,Varrock,Prisoner,Human,Haunted Woods
1860,3997,0.9938097,Hairdresser,Human,Falador,Toby,Human,Varrock
1860,2980,0.9938097,Hairdresser,Human,Falador,Panning guide,Human,Digsite
1860,2578,0.9938097,Hairdresser,Human,Falador,Mark,Human,Port Piscarilius
1860,3700,0.9938097,Hairdresser,Human,Falador,Smithing apprentice,Human,Lumbridge
1860,3928,0.9938097,Hairdresser,Human,Falador,The 'Wedge',Human,Camelot
1078,1860,0.9938097,Drunken soldier,Human,The Cloak and Stagger,Hairdresser,Human,Falador
1715,1860,0.9938097,Grand Exchange Clerk,Human,Grand Exchange,Hairdresser,Human,Falador
690,1078,0.99380016,Cave monk,Human,Entrana,Drunken soldier,Human,The Cloak and Stagger
690,2578,0.99380016,Cave monk,Human,Entrana,Mark,Human,Port Piscarilius
1715,2718,0.99380016,Grand Exchange Clerk,Human,Grand Exchange,Monk,Human,Lumbridge Swamp
690,3997,0.99380016,Cave monk,Human,Entrana,Toby,Human,Varrock
690,2980,0.99380016,Cave monk,Human,Entrana,Panning guide,Human,Digsite
1078,2718,0.99380016,Drunken soldier,Human,The Cloak and Stagger,Monk,Human,Lumbridge Swamp
1078,1344,0.99380016,Drunken soldier,Human,The Cloak and Stagger,Father Lawrence,Human,Varrock church
2718,2980,0.99380016,Monk,Human,Lumbridge Swamp,Panning guide,Human,Digsite
532,1078,0.99380016,Brother Kojo,Human,"The Clock Tower , south of Ardougne",Drunken soldier,Human,The Cloak and Stagger
532,1715,0.99380016,Brother Kojo,Human,"The Clock Tower , south of Ardougne",Grand Exchange Clerk,Human,Grand Exchange
534,2578,0.99380016,Brother Omad,Human,Monastery south of Ardougne,Mark,Human,Port Piscarilius
534,1715,0.99380016,Brother Omad,Human,Monastery south of Ardougne,Grand Exchange Clerk,Human,Grand Exchange
532,3997,0.99380016,Brother Kojo,Human,"The Clock Tower , south of Ardougne",Toby,Human,Varrock
532,2578,0.99380016,Brother Kojo,Human,"The Clock Tower , south of Ardougne",Mark,Human,Port Piscarilius
532,2980,0.99380016,Brother Kojo,Human,"The Clock Tower , south of Ardougne",Panning guide,Human,Digsite
534,1078,0.99380016,Brother Omad,Human,Monastery south of Ardougne,Drunken soldier,Human,The Cloak and Stagger
532,3928,0.99380016,Brother Kojo,Human,"The Clock Tower , south of Ardougne",The 'Wedge',Human,Camelot
532,3700,0.99380016,Brother Kojo,Human,"The Clock Tower , south of Ardougne",Smithing apprentice,Human,Lumbridge
690,1715,0.99380016,Cave monk,Human,Entrana,Grand Exchange Clerk,Human,Grand Exchange
529,3928,0.99380016,Brother Cedric,Human,East Ardougne,The 'Wedge',Human,Camelot
529,3997,0.99380016,Brother Cedric,Human,East Ardougne,Toby,Human,Varrock
529,2980,0.99380016,Brother Cedric,Human,East Ardougne,Panning guide,Human,Digsite
529,2578,0.99380016,Brother Cedric,Human,East Ardougne,Mark,Human,Port Piscarilius
529,1715,0.99380016,Brother Cedric,Human,East Ardougne,Grand Exchange Clerk,Human,Grand Exchange
529,3700,0.99380016,Brother Cedric,Human,East Ardougne,Smithing apprentice,Human,Lumbridge
534,3700,0.99380016,Brother Omad,Human,Monastery south of Ardougne,Smithing apprentice,Human,Lumbridge
1344,3997,0.99380016,Father Lawrence,Human,Varrock church,Toby,Human,Varrock
2578,2718,0.99380016,Mark,Human,Port Piscarilius,Monk,Human,Lumbridge Swamp
1344,3700,0.99380016,Father Lawrence,Human,Varrock church,Smithing apprentice,Human,Lumbridge
1344,3928,0.99380016,Father Lawrence,Human,Varrock church,The 'Wedge',Human,Camelot
534,2980,0.99380016,Brother Omad,Human,Monastery south of Ardougne,Panning guide,Human,Digsite
534,3997,0.99380016,Brother Omad,Human,Monastery south of Ardougne,Toby,Human,Varrock
534,3928,0.99380016,Brother Omad,Human,Monastery south of Ardougne,The 'Wedge',Human,Camelot
1344,1715,0.99380016,Father Lawrence,Human,Varrock church,Grand Exchange Clerk,Human,Grand Exchange
1344,2980,0.99380016,Father Lawrence,Human,Varrock church,Panning guide,Human,Digsite
1344,2578,0.99380016,Father Lawrence,Human,Varrock church,Mark,Human,Port Piscarilius
529,1078,0.99380016,Brother Cedric,Human,East Ardougne,Drunken soldier,Human,The Cloak and Stagger
2718,3700,0.99380016,Monk,Human,Lumbridge Swamp,Smithing apprentice,Human,Lumbridge
2718,3997,0.99380016,Monk,Human,Lumbridge Swamp,Toby,Human,Varrock
2718,3928,0.99380016,Monk,Human,Lumbridge Swamp,The 'Wedge',Human,Camelot
690,3700,0.99380016,Cave monk,Human,Entrana,Smithing apprentice,Human,Lumbridge
690,3928,0.99380016,Cave monk,Human,Entrana,The 'Wedge',Human,Camelot
3564,3725,0.9937966,Shop assistant,Human,Rimmington,Soldier,Human,Death Plateau (south)
362,2146,0.9937966,Bartender,Human,Port Sarim,Joe,Human,Draynor Village jail
362,3564,0.9937966,Bartender,Human,Port Sarim,Shop assistant,Human,Rimmington
876,2146,0.9937966,Crafting tutor,Human,Lumbridge Castle,Joe,Human,Draynor Village jail
2146,3725,0.9937966,Joe,Human,Draynor Village jail,Soldier,Human,Death Plateau (south)
876,3564,0.9937966,Crafting tutor,Human,Lumbridge Castle,Shop assistant,Human,Rimmington
